OBJECTID,CRN,CRASH_YEAR,LANE_COUNT,SPEED_LIMIT,ACCESS_CTRL,RDWY_ORIENT
73636,2014120885,2014,1,25,3,E
73637,2014120885,2014,1,25,,N
73638,2014120886,2014,2,25,,S
73639,2014120887,2014,2,25,3,E
73640,2014120888,2014,2,25,,N
73641,2014120889,2014,2,30,3,E
73642,2014120889,2014,2,30,3,W
73643,2014120889,2014,2,25,,S
73644,2014120890,2014,1,35,3,N
73645,2014120891,2014,1,25,,W
73646,2014120891,2014,1,25,,N
73647,2014120892,2014,1,25,,N
73648,2014120892,2014,2,25,,E
73649,2014120893,2014,2,35,3,S
73650,2014120894,2014,2,35,3,S
73651,2014120895,2014,2,25,,S
73652,2014120895,2014,2,25,,E
73653,2014120896,2014,1,25,,W
73654,2014120896,2014,1,25,,N
73655,2014120897,2014,2,35,3,N
73656,2014120897,2014,2,35,3,S
73657,2014120897,2014,2,25,,E
73658,2014120898,2014,2,35,3,S
73659,2014120898,2014,2,25,,S
73660,2014120899,2014,1,25,,E
73661,2014120899,2014,1,25,,N
73662,2014120900,2014,3,40,3,N
73663,2014120901,2014,2,25,,W
73664,2014120901,2014,2,25,,N
73665,2014120902,2014,2,25,3,S
73666,2014120902,2014,2,25,,E
73667,2014120903,2014,2,30,3,E
73668,2014120904,2014,2,25,,S
73669,2014120905,2014,2,25,,S
73670,2014120906,2014,2,25,,N
73671,2014120907,2014,2,25,3,W
73672,2014120907,2014,2,25,,N
73673,2014120908,2014,2,25,3,S
73674,2014120909,2014,2,30,3,N
73675,2014120909,2014,2,40,3,E
73676,2014120909,2014,2,35,3,W
73677,2014120910,2014,1,25,,W
73678,2014120910,2014,1,25,,S
73679,2014120911,2014,1,25,,S
73680,2014120912,2014,2,25,3,E
73681,2014120912,2014,2,25,3,W
73682,2014120912,2014,2,35,,N
73683,2014120913,2014,2,30,3,E
73684,2014120913,2014,2,25,,N
73685,2014120914,2014,1,25,3,W
73686,2014120914,2014,1,25,,N
73687,2014120915,2014,2,50,3,E
73688,2014120915,2014,2,50,3,W
73689,2014120915,2014,1,25,1,E
73690,2014120915,2014,1,25,1,E
73691,2014120916,2014,2,25,,N
73692,2014120917,2014,2,25,,E
73693,2014120917,2014,1,25,,N
73694,2014120918,2014,99,,,U
73695,2014120918,2014,99,25,,U
73696,2014120919,2014,4,25,3,N
73697,2014120920,2014,2,25,,S
73698,2014120922,2014,2,35,3,N
73699,2014120923,2014,2,30,3,E
73700,2014120923,2014,2,30,3,W
73701,2014120923,2014,2,25,3,E
73702,2014120923,2014,2,35,3,N
73703,2014120923,2014,2,35,3,S
73704,2014120923,2014,2,25,,N
73705,2014120924,2014,2,30,,S
73706,2014120925,2014,3,25,3,N
73707,2014120926,2014,2,35,3,S
73708,2014120927,2014,1,25,,E
73709,2014120927,2014,2,25,,S
73710,2014120928,2014,1,35,3,E
73711,2014120928,2014,2,35,3,W
73712,2014120928,2014,2,,1,S
73713,2014120928,2014,2,25,,W
73714,2014120928,2014,2,25,,W
73715,2014120928,2014,2,25,1,S
73716,2014120929,2014,2,25,3,N
73717,2014120930,2014,2,25,,S
73718,2014120930,2014,2,,,E
73719,2014120931,2014,2,25,,W
73720,2014120932,2014,2,30,3,N
73721,2014120933,2014,2,35,,W
73722,2014120933,2014,2,35,,S
73723,2014120934,2014,2,25,,E
73724,2014120935,2014,2,25,,S
73725,2014120935,2014,2,25,,W
73726,2014120936,2014,2,25,,W
73727,2014120936,2014,2,25,,N
73728,2014120937,2014,2,25,,E
73729,2014120938,2014,2,30,3,E
73730,2014120938,2014,1,25,,S
73731,2014120938,2014,2,25,,N
73732,2014120939,2014,2,30,3,W
73733,2014120940,2014,2,25,,E
73734,2014120979,2014,2,50,1,W
73735,2014120979,2014,2,,1,E
73736,2014121042,2014,3,55,1,S
73737,2014121045,2014,2,50,1,E
73738,2014121045,2014,2,,1,E
73739,2014121046,2014,4,55,1,N
73740,2014121298,2014,2,25,3,N
73741,2014121392,2014,3,40,2,S
73742,2014121392,2014,2,35,,N
73743,2014121393,2014,2,35,3,N
73744,2014121393,2014,2,35,3,S
73745,2014121393,2014,2,25,3,E
73746,2014121393,2014,2,25,,W
73747,2014121393,2014,2,25,,W
73748,2014121394,2014,2,35,3,N
73749,2014121395,2014,2,35,3,E
73750,2014121395,2014,2,30,3,E
73751,2014121396,2014,1,25,,S
73752,2014121397,2014,2,25,,W
73753,2014121398,2014,2,35,3,E
73754,2014121399,2014,1,25,,S
73755,2014121399,2014,1,25,,E
73756,2014121400,2014,2,35,,E
73757,2014121400,2014,1,25,,S
73758,2014121401,2014,4,25,3,S
73759,2014121402,2014,4,25,3,W
73760,2014121403,2014,2,25,3,E
73761,2014121403,2014,2,25,3,W
73762,2014121403,2014,2,25,,N
73763,2014121404,2014,2,25,3,E
73764,2014121404,2014,2,25,,N
73765,2014121405,2014,1,25,,E
73766,2014121405,2014,1,25,,S
73767,2014121406,2014,2,30,3,W
73768,2014121407,2014,1,25,3,N
73769,2014121408,2014,2,25,,N
73770,2014121408,2014,2,25,,W
73771,2014121409,2014,2,25,3,E
73772,2014121410,2014,3,40,2,N
73773,2014121411,2014,2,30,,N
73774,2014121411,2014,3,40,3,S
73775,2014121411,2014,2,30,3,N
73776,2014121411,2014,2,30,3,S
73777,2014121412,2014,2,30,3,W
73778,2014121413,2014,2,25,3,S
73779,2014121414,2014,2,30,3,N
73780,2014121415,2014,2,35,3,W
73781,2014121416,2014,3,30,3,N
73782,2014121417,2014,2,25,,W
73783,2014121417,2014,2,25,,N
73784,2014121418,2014,2,30,3,E
73785,2014121418,2014,2,30,3,W
73786,2014121418,2014,2,25,,N
73787,2014121419,2014,2,25,,E
73788,2014121420,2014,1,25,,N
73789,2014121420,2014,2,25,,E
73790,2014121421,2014,2,25,3,W
73791,2014121421,2014,1,25,,N
73792,2014121422,2014,2,30,3,W
73793,2014121423,2014,1,25,,E
73794,2014121424,2014,2,30,3,N
73795,2014121425,2014,2,25,,E
73796,2014121425,2014,2,25,,S
73797,2014121426,2014,1,25,,N
73798,2014121426,2014,2,25,,W
73799,2014121427,2014,3,45,3,S
73800,2014121427,2014,2,25,,W
73801,2014121428,2014,3,40,3,S
73802,2014121428,2014,2,25,,W
73803,2014121428,2014,2,25,,W
73804,2014121429,2014,3,45,3,S
73805,2014121429,2014,2,30,3,E
73806,2014121429,2014,2,30,3,W
73807,2014121430,2014,2,25,3,S
73808,2014121430,2014,2,25,,E
73809,2014121431,2014,2,30,3,S
73810,2014121432,2014,2,30,3,W
73811,2014121432,2014,2,25,,W
73812,2014121433,2014,1,20,,N
73813,2014121434,2014,2,35,3,N
73814,2014121434,2014,2,35,3,S
73815,2014121434,2014,2,25,,E
73816,2014121435,2014,2,25,,E
73817,2014121435,2014,2,25,,S
73818,2014121436,2014,3,55,2,W
73819,2014121437,2014,2,35,3,N
73820,2014121438,2014,2,25,3,N
73821,2014121438,2014,2,25,3,S
73822,2014121438,2014,2,25,,W
73823,2014121439,2014,2,25,,S
73824,2014121439,2014,2,25,,W
73825,2014121440,2014,4,25,3,N
73826,2014121441,2014,1,25,,E
73827,2014121442,2014,2,30,3,E
73828,2014121442,2014,2,30,3,W
73829,2014121442,2014,2,25,3,S
73830,2014121443,2014,2,35,3,W
73831,2014121443,2014,2,25,,N
73832,2014121444,2014,2,30,3,N
73833,2014121444,2014,2,30,3,S
73834,2014121444,2014,2,25,,E
73835,2014121445,2014,2,25,,W
73836,2014121445,2014,2,25,,N
73837,2014121446,2014,2,30,3,N
73838,2014121446,2014,2,30,3,S
73839,2014121446,2014,2,25,,E
73840,2014121447,2014,2,30,3,W
73841,2014121448,2014,1,,1,S
73842,2014121448,2014,2,25,,E
73843,2014121448,2014,2,25,,S
73844,2014121449,2014,1,25,,E
73845,2014121449,2014,1,25,,N
73846,2014121450,2014,2,25,,W
73847,2014121450,2014,2,25,,S
73848,2014121451,2014,2,25,3,E
73849,2014121452,2014,2,25,,N
73850,2014121453,2014,3,50,1,S
73851,2014121454,2014,3,40,3,S
73852,2014121454,2014,2,25,,S
73853,2014121455,2014,2,30,3,W
73854,2014121456,2014,2,25,3,S
73855,2014121457,2014,2,25,3,S
73856,2014121457,2014,2,25,,W
73857,2014121458,2014,2,25,3,N
73858,2014121458,2014,1,35,,E
73859,2014121459,2014,2,25,,S
73860,2014121459,2014,5,35,,W
73861,2014121460,2014,2,25,3,E
73862,2014121460,2014,2,25,,N
73863,2014121461,2014,2,30,,W
73864,2014121462,2014,3,40,3,N
73865,2014121463,2014,2,25,,S
73866,2014121463,2014,2,25,,W
73867,2014121464,2014,2,30,3,N
73868,2014121464,2014,2,30,3,S
73869,2014121464,2014,2,,,E
73870,2014121465,2014,1,25,,E
73871,2014121466,2014,2,35,3,N
73872,2014121466,2014,2,35,3,S
73873,2014121466,2014,2,35,,W
73874,2014121467,2014,3,40,3,S
73875,2014121467,2014,2,25,,E
73876,2014121468,2014,2,30,3,S
73877,2014121468,2014,2,25,3,E
73878,2014121469,2014,2,30,,N
73879,2014121470,2014,3,40,3,N
73880,2014121471,2014,2,25,,S
73881,2014121471,2014,2,25,,W
73882,2014121472,2014,2,35,3,N
73883,2014121472,2014,2,25,,W
73884,2014121473,2014,4,30,3,N
73885,2014121473,2014,4,30,3,S
73886,2014121473,2014,3,25,3,E
73887,2014121473,2014,2,,1,E
73888,2014121474,2014,2,30,3,E
73889,2014121475,2014,2,30,3,E
73890,2014121476,2014,1,25,,W
73891,2014121476,2014,1,25,,S
73892,2014121477,2014,2,25,,E
73893,2014121477,2014,2,25,,S
73894,2014121478,2014,2,25,,S
73895,2014121479,2014,1,25,,E
73896,2014121480,2014,1,35,3,E
73897,2014121480,2014,1,35,3,W
73898,2014121480,2014,2,25,,W
73899,2014121481,2014,1,35,3,N
73900,2014121481,2014,1,35,3,S
73901,2014121481,2014,2,25,,E
73902,2014121482,2014,3,40,3,S
73903,2014121482,2014,2,25,,W
73904,2014121482,2014,2,25,,W
73905,2014121483,2014,2,25,,E
73906,2014121484,2014,4,25,3,S
73907,2014121484,2014,2,25,3,W
73908,2014121484,2014,2,25,,W
73909,2014121485,2014,3,40,2,E
73910,2014121485,2014,3,35,3,W
73911,2014121485,2014,2,35,,N
73912,2014121486,2014,2,35,3,E
73913,2014121487,2014,2,25,,W
73914,2014121487,2014,2,25,,S
73915,2014121488,2014,2,25,,W
73916,2014121488,2014,2,25,,S
73917,2014121489,2014,2,30,3,E
73918,2014121489,2014,2,25,,N
73919,2014121490,2014,2,30,3,N
73920,2014121490,2014,2,30,3,S
73921,2014121490,2014,1,25,,E
73922,2014121491,2014,2,30,3,E
73923,2014121491,2014,2,25,,N
73924,2014121492,2014,2,25,,N
73925,2014121492,2014,2,25,,W
73926,2014121493,2014,4,25,3,N
73927,2014121494,2014,2,30,3,E
73928,2014121494,2014,2,30,3,W
73929,2014121494,2014,2,25,,N
73930,2014121495,2014,2,30,3,S
73931,2014121495,2014,1,25,,W
73932,2014121496,2014,2,25,,W
73933,2014121497,2014,2,25,3,N
73934,2014121497,2014,2,25,3,S
73935,2014121497,2014,2,25,,E
73936,2014121498,2014,1,25,,N
73937,2014121499,2014,2,25,3,W
73938,2014121499,2014,1,25,,N
73939,2014121536,2014,3,55,1,N
73940,2014121620,2014,3,50,1,E
73941,2014121620,2014,2,,1,S
73942,2014121622,2014,3,50,1,W
73943,2014121623,2014,3,55,1,N
73944,2014121624,2014,4,50,1,W
73945,2014121625,2014,3,50,1,W
73946,2014121626,2014,3,55,1,S
73947,2014121627,2014,3,50,1,E
73948,2014121927,2014,4,45,,W
73949,2014122012,2014,2,25,,N
73950,2014122013,2014,2,30,3,W
73951,2014122014,2014,4,25,3,W
73952,2014122014,2014,2,25,,S
73953,2014122015,2014,2,35,3,E
73954,2014122015,2014,2,35,3,W
73955,2014122015,2014,2,25,,N
73956,2014122016,2014,2,35,3,S
73957,2014122016,2014,2,25,,W
73958,2014122017,2014,2,35,3,S
73959,2014122017,2014,2,25,,W
73960,2014122018,2014,2,35,3,E
73961,2014122018,2014,2,25,,S
73962,2014122019,2014,2,25,,S
73963,2014122019,2014,2,25,,E
73964,2014122020,2014,3,35,3,E
73965,2014122021,2014,1,25,,S
73966,2014122021,2014,1,25,,E
73967,2014122022,2014,1,30,3,N
73968,2014122022,2014,2,30,3,W
73969,2014122023,2014,2,25,,S
73970,2014122023,2014,2,25,,W
73971,2014122025,2014,2,40,3,E
73972,2014122025,2014,2,40,3,W
73973,2014122025,2014,2,25,,S
73974,2014122026,2014,2,55,1,E
73975,2014122027,2014,3,40,3,S
73976,2014122027,2014,2,15,,E
73977,2014122028,2014,1,35,3,N
73978,2014122028,2014,2,35,3,S
73979,2014122028,2014,3,35,3,E
73980,2014122028,2014,1,35,3,S
73981,2014122029,2014,2,30,3,N
73982,2014122029,2014,2,30,3,S
73983,2014122029,2014,2,35,,W
73984,2014122030,2014,2,35,3,W
73985,2014122031,2014,1,15,,N
73986,2014122032,2014,2,25,,N
73987,2014122033,2014,4,25,3,S
73988,2014122034,2014,2,25,3,N
73989,2014122034,2014,2,25,,E
73990,2014122123,2014,3,55,1,S
73991,2014122123,2014,1,25,1,S
73992,2014122124,2014,3,55,1,S
73993,2014122124,2014,2,,1,S
73994,2014122125,2014,4,55,1,S
73995,2014122299,2014,1,25,,S
73996,2014122399,2014,2,25,,W
73997,2014122400,2014,2,25,,W
73998,2014122401,2014,3,40,3,S
73999,2014122401,2014,2,25,,E
74000,2014122402,2014,3,40,3,N
68001,2014088181,2014,2,25,,N
68002,2014088182,2014,2,25,,S
68003,2014088182,2014,2,25,,E
68004,2014088185,2014,2,30,3,E
68005,2014088185,2014,2,30,3,W
68006,2014088185,2014,1,25,,N
68007,2014088186,2014,1,25,,W
68008,2014088187,2014,2,25,3,N
68009,2014088187,2014,2,25,,E
68010,2014088188,2014,1,25,,E
68011,2014088188,2014,2,25,,N
68012,2014088189,2014,2,35,,N
68013,2014088189,2014,2,25,,W
68014,2014088245,2014,3,55,1,S
68015,2014088245,2014,2,,1,S
68016,2014088279,2014,2,30,3,N
68017,2014088280,2014,4,25,3,N
68018,2014088280,2014,4,25,3,S
68019,2014088280,2014,1,25,,W
68020,2014088281,2014,1,25,,S
68021,2014088281,2014,1,25,,E
68022,2014088282,2014,1,25,3,S
68023,2014088283,2014,2,25,3,W
68024,2014088283,2014,2,25,3,S
68025,2014088284,2014,2,35,3,S
68026,2014088285,2014,3,25,3,N
68027,2014088285,2014,3,25,3,S
68028,2014088285,2014,2,25,,E
68029,2014088286,2014,2,25,,N
68030,2014088287,2014,1,25,,S
68031,2014088287,2014,2,25,,E
68032,2014088289,2014,1,10,,W
68033,2014088289,2014,1,15,,S
68034,2014088290,2014,3,40,3,S
68035,2014088290,2014,2,25,,N
68036,2014088290,2014,2,25,,N
68037,2014088291,2014,2,25,,S
68038,2014088292,2014,2,25,,S
68039,2014088293,2014,2,30,3,E
68040,2014088293,2014,2,30,3,W
68041,2014088293,2014,2,25,,N
68042,2014088294,2014,2,25,,S
68043,2014088295,2014,2,30,,E
68044,2014088296,2014,2,35,3,N
68045,2014088296,2014,2,35,3,S
68046,2014088296,2014,2,25,,W
68047,2014088297,2014,1,,,N
68048,2014088298,2014,3,25,3,N
68049,2014088298,2014,3,25,3,S
68050,2014088298,2014,1,25,,E
68051,2014088299,2014,1,25,,S
68052,2014088299,2014,1,25,,E
68053,2014088300,2014,2,25,,N
68054,2014088301,2014,3,35,3,E
68055,2014088301,2014,2,35,3,W
68056,2014088301,2014,2,25,,N
68057,2014088302,2014,2,25,3,W
68058,2014088303,2014,2,30,3,E
68059,2014088304,2014,2,35,,N
68060,2014088305,2014,1,25,,S
68061,2014088305,2014,1,25,,W
68062,2014088306,2014,2,25,3,U
68063,2014088306,2014,2,25,,U
68064,2014088307,2014,1,35,,W
68065,2014088308,2014,2,30,3,N
68066,2014088308,2014,2,25,3,E
68067,2014088309,2014,2,25,,N
68068,2014088310,2014,2,25,3,W
68069,2014088310,2014,2,25,,N
68070,2014088311,2014,1,25,,W
68071,2014088312,2014,2,25,,W
68072,2014088313,2014,2,25,3,S
68073,2014088313,2014,2,25,,E
68074,2014088314,2014,2,25,3,N
68075,2014088314,2014,1,25,,E
68076,2014088315,2014,2,30,3,E
68077,2014088316,2014,2,30,3,E
68078,2014088317,2014,2,25,3,N
68079,2014088317,2014,2,25,3,S
68080,2014088317,2014,2,25,,W
68081,2014088318,2014,2,30,3,W
68082,2014088318,2014,1,25,,S
68083,2014088319,2014,1,25,,E
68084,2014088319,2014,2,25,,N
68085,2014088320,2014,2,30,3,W
68086,2014088321,2014,2,35,3,N
68087,2014088321,2014,2,35,3,S
68088,2014088321,2014,2,25,,E
68089,2014088322,2014,2,30,,S
68090,2014088323,2014,2,25,3,N
68091,2014088323,2014,2,25,3,N
68092,2014088324,2014,2,25,,E
68093,2014088325,2014,2,25,,W
68094,2014088326,2014,3,40,3,S
68095,2014088327,2014,1,25,,E
68096,2014088328,2014,2,30,3,N
68097,2014088328,2014,2,30,3,S
68098,2014088328,2014,2,25,,W
68099,2014088328,2014,2,25,,W
68100,2014088329,2014,4,25,3,E
68101,2014088330,2014,2,25,,S
68102,2014088331,2014,2,25,,S
68103,2014088332,2014,2,25,,N
68104,2014088333,2014,2,25,,N
68105,2014088333,2014,2,25,,E
68106,2014088334,2014,2,15,,S
68107,2014088335,2014,2,35,,E
68108,2014088335,2014,2,35,,S
68109,2014088336,2014,2,30,,S
68110,2014088337,2014,1,35,,S
68111,2014088337,2014,2,35,,W
68112,2014088338,2014,2,35,,S
68113,2014088339,2014,2,25,3,N
68114,2014088340,2014,2,25,3,W
68115,2014088340,2014,1,25,,S
68116,2014088341,2014,2,25,,W
68117,2014088341,2014,2,25,,N
68118,2014088343,2014,2,25,3,E
68119,2014088343,2014,2,25,,N
68120,2014088344,2014,2,,,N
68121,2014088345,2014,2,25,,N
68122,2014088346,2014,1,25,,E
68123,2014088346,2014,1,25,,N
68124,2014088347,2014,1,25,,S
68125,2014088348,2014,1,25,,W
68126,2014088348,2014,2,25,,N
68127,2014088349,2014,2,35,3,N
68128,2014088349,2014,2,35,3,S
68129,2014088349,2014,2,25,,W
68130,2014088350,2014,2,30,3,W
68131,2014088350,2014,2,25,,S
68132,2014088351,2014,2,30,3,W
68133,2014088351,2014,2,,,S
68134,2014088352,2014,2,30,3,W
68135,2014088352,2014,2,30,3,N
68136,2014088352,2014,2,35,3,S
68137,2014088353,2014,2,30,3,N
68138,2014088353,2014,2,30,3,S
68139,2014088353,2014,1,25,,W
68140,2014088354,2014,2,25,3,W
68141,2014088354,2014,1,25,,S
68142,2014088355,2014,1,,1,N
68143,2014088355,2014,2,,,N
68144,2014088356,2014,2,35,3,N
68145,2014088356,2014,2,35,3,S
68146,2014088356,2014,2,25,,E
68147,2014088357,2014,2,25,,S
68148,2014088357,2014,2,25,,E
68149,2014088358,2014,2,30,3,E
68150,2014088358,2014,2,30,3,W
68151,2014088358,2014,1,25,,N
68152,2014088359,2014,2,25,3,E
68153,2014088359,2014,2,25,3,W
68154,2014088359,2014,1,25,,S
68155,2014088360,2014,2,25,3,E
68156,2014088361,2014,2,25,,U
68157,2014088362,2014,2,15,,W
68158,2014088362,2014,2,15,,N
68159,2014088363,2014,2,30,3,E
68160,2014088363,2014,2,30,3,W
68161,2014088363,2014,2,25,,S
68162,2014088364,2014,1,25,,E
68163,2014088365,2014,1,25,,W
68164,2014088366,2014,2,25,3,S
68165,2014088367,2014,2,25,,S
68166,2014088368,2014,2,25,,E
68167,2014088368,2014,1,25,,S
68168,2014088369,2014,2,25,3,E
68169,2014088369,2014,2,25,,N
68170,2014088370,2014,2,25,3,W
68171,2014088370,2014,2,25,,S
68172,2014088371,2014,1,25,,S
68173,2014088371,2014,2,25,,W
68174,2014088372,2014,2,25,,E
68175,2014088373,2014,2,30,3,E
68176,2014088373,2014,1,30,3,W
68177,2014088373,2014,2,25,,S
68178,2014088374,2014,2,30,3,S
68179,2014088375,2014,1,25,,W
68180,2014088376,2014,2,25,,W
68181,2014088377,2014,1,25,3,N
68182,2014088377,2014,1,25,3,S
68183,2014088377,2014,1,25,,W
68184,2014088378,2014,2,30,3,E
68185,2014088380,2014,1,25,,N
68186,2014088380,2014,2,25,,E
68187,2014088381,2014,2,30,3,N
68188,2014088381,2014,2,25,3,W
68189,2014088381,2014,2,25,,W
68190,2014088382,2014,1,25,,W
68191,2014088382,2014,2,25,,S
68192,2014088383,2014,2,35,3,S
68193,2014088384,2014,2,25,3,E
68194,2014088385,2014,2,25,,S
68195,2014088385,2014,2,25,,W
68196,2014088387,2014,2,35,,E
68197,2014088387,2014,2,35,,N
68198,2014088390,2014,3,35,3,S
68199,2014088391,2014,2,30,3,N
68200,2014088391,2014,2,30,3,S
68201,2014088391,2014,2,25,,E
68202,2014088392,2014,2,25,,S
68203,2014088393,2014,2,25,,S
68204,2014088393,2014,2,25,,W
68205,2014088394,2014,1,25,,W
68206,2014088395,2014,2,30,3,N
68207,2014088396,2014,2,25,,E
68208,2014088396,2014,2,25,,S
68209,2014088397,2014,2,45,3,E
68210,2014088397,2014,2,25,,S
68211,2014088398,2014,2,25,3,E
68212,2014088398,2014,2,25,,S
68213,2014088399,2014,1,30,,S
68214,2014088400,2014,2,35,,N
68215,2014088401,2014,2,25,,N
68216,2014088402,2014,2,25,,N
68217,2014088403,2014,1,25,,W
68218,2014088403,2014,2,25,,S
68219,2014088404,2014,2,25,,W
68220,2014088404,2014,2,25,,N
68221,2014088406,2014,1,25,,S
68222,2014088406,2014,2,25,,E
68223,2014088407,2014,2,35,3,W
68224,2014088407,2014,2,25,,S
68225,2014088408,2014,3,40,3,N
68226,2014088408,2014,2,30,,S
68227,2014088409,2014,2,30,,W
68228,2014088409,2014,2,35,,N
68229,2014088410,2014,2,35,3,W
68230,2014088411,2014,2,25,3,E
68231,2014088411,2014,2,25,,S
68232,2014088412,2014,2,35,3,W
68233,2014088412,2014,2,35,3,N
68234,2014088614,2014,3,40,2,E
68235,2014088615,2014,2,25,,S
68236,2014088616,2014,1,25,,S
68237,2014088616,2014,2,25,,E
68238,2014088618,2014,2,25,3,N
68239,2014088618,2014,2,,,W
68240,2014088619,2014,1,35,3,E
68241,2014088619,2014,2,25,,N
68242,2014088620,2014,2,35,,W
68243,2014088621,2014,2,25,3,N
68244,2014088621,2014,1,25,,W
68245,2014088623,2014,1,25,,E
68246,2014088624,2014,2,25,,N
68247,2014088625,2014,1,25,,W
68248,2014088625,2014,2,25,,N
68249,2014088626,2014,2,35,,E
68250,2014088627,2014,1,15,,N
68251,2014088628,2014,2,25,,E
68252,2014088629,2014,1,25,,N
68253,2014088630,2014,2,40,3,N
68254,2014088630,2014,2,40,3,S
68255,2014088630,2014,3,40,2,E
68256,2014088630,2014,3,35,3,W
68257,2014088631,2014,2,25,,S
68258,2014088632,2014,2,25,,E
68259,2014088632,2014,2,25,,N
68260,2014088633,2014,2,,,E
68261,2014088634,2014,2,30,3,N
68262,2014088634,2014,2,30,3,S
68263,2014088634,2014,2,35,3,W
68264,2014088635,2014,2,25,,E
68265,2014088635,2014,2,25,,S
68266,2014088636,2014,1,15,,E
68267,2014088636,2014,2,25,,S
68268,2014088649,2014,2,25,,N
68269,2014088649,2014,1,25,,W
68270,2014088650,2014,1,25,,E
68271,2014088650,2014,1,25,,N
68272,2014088651,2014,2,30,3,U
68273,2014088651,2014,2,30,3,W
68274,2014088652,2014,3,40,3,N
68275,2014088653,2014,2,25,,N
68276,2014088654,2014,2,35,3,E
68277,2014088654,2014,1,25,,N
68278,2014088655,2014,2,15,,N
68279,2014088656,2014,2,25,,S
68280,2014088657,2014,1,25,,N
68281,2014088657,2014,2,25,,W
68282,2014088658,2014,2,25,,E
68283,2014088660,2014,1,15,,N
68284,2014088661,2014,1,25,,N
68285,2014088661,2014,1,25,,E
68286,2014088662,2014,2,25,3,N
68287,2014088662,2014,2,25,3,S
68288,2014088662,2014,4,30,3,E
68289,2014088662,2014,2,30,3,W
68290,2014088663,2014,2,25,,S
68291,2014088663,2014,2,25,,S
68292,2014088664,2014,2,30,3,S
68293,2014088665,2014,2,25,3,W
68294,2014088666,2014,2,35,3,W
68295,2014088666,2014,2,25,,N
68296,2014088667,2014,2,35,3,N
68297,2014088668,2014,2,25,,S
68298,2014088669,2014,2,40,3,S
68299,2014088671,2014,2,35,3,N
68300,2014088671,2014,2,25,,W
68301,2014088671,2014,2,25,,N
68302,2014088672,2014,2,25,,N
68303,2014088673,2014,2,25,,S
68304,2014088673,2014,2,25,,E
68305,2014088674,2014,2,25,,S
68306,2014088675,2014,2,30,3,W
68307,2014088675,2014,1,25,,N
68308,2014088676,2014,2,25,3,N
68309,2014088676,2014,2,25,3,S
68310,2014088676,2014,2,25,,N
68311,2014088677,2014,3,40,3,S
68312,2014088677,2014,2,35,,S
68313,2014088678,2014,2,25,,E
68314,2014088678,2014,2,25,,N
68315,2014088679,2014,1,25,,E
68316,2014088680,2014,2,25,,E
68317,2014088681,2014,2,30,3,S
68318,2014088681,2014,2,25,,W
68319,2014088682,2014,2,30,3,N
68320,2014088683,2014,1,25,,N
68321,2014088683,2014,1,25,,W
68322,2014088684,2014,2,25,3,N
68323,2014088684,2014,1,25,,W
68324,2014088685,2014,2,25,3,W
68325,2014088685,2014,2,25,,W
68326,2014088686,2014,2,35,3,N
68327,2014088687,2014,1,25,,E
68328,2014088687,2014,2,25,,S
68329,2014088688,2014,2,30,3,W
68330,2014088688,2014,2,25,,N
68331,2014088689,2014,1,25,,S
68332,2014088689,2014,1,25,,E
68333,2014088690,2014,1,25,,W
68334,2014088690,2014,1,25,,S
68335,2014088691,2014,2,25,,W
68336,2014088691,2014,2,25,,N
68337,2014088692,2014,1,15,,S
68338,2014088692,2014,1,15,,E
68339,2014088693,2014,1,25,,W
68340,2014088694,2014,2,25,3,E
68341,2014088694,2014,2,25,,S
68342,2014088695,2014,2,20,,S
68343,2014088696,2014,2,,,S
68344,2014088697,2014,2,30,3,E
68345,2014088697,2014,2,25,,N
68346,2014088698,2014,2,25,,N
68347,2014088698,2014,2,25,,W
68348,2014088699,2014,2,25,,E
68349,2014088699,2014,2,25,,N
68350,2014088700,2014,2,25,3,E
68351,2014088700,2014,2,30,,N
68352,2014088701,2014,4,25,3,E
68353,2014088701,2014,2,25,3,W
68354,2014088701,2014,2,25,,N
68355,2014088702,2014,2,35,3,E
68356,2014088703,2014,3,40,3,S
68357,2014088704,2014,2,25,,N
68358,2014088704,2014,2,25,,N
68359,2014088705,2014,2,25,,W
68360,2014088705,2014,2,30,,S
68361,2014088706,2014,2,25,,W
68362,2014088707,2014,2,,,E
68363,2014088708,2014,2,25,3,E
68364,2014088708,2014,2,25,3,W
68365,2014088708,2014,2,25,,S
68366,2014088709,2014,1,25,,N
68367,2014088709,2014,2,25,,E
68368,2014088710,2014,1,25,,E
68369,2014088710,2014,1,25,,S
68370,2014088711,2014,2,25,3,N
68371,2014088711,2014,2,35,,S
68372,2014088712,2014,3,40,2,E
68373,2014088712,2014,3,40,3,W
68374,2014088712,2014,4,35,,S
68375,2014088713,2014,2,25,,E
68376,2014088714,2014,2,25,,S
68377,2014088715,2014,3,55,3,E
68378,2014088715,2014,3,25,3,S
68379,2014088716,2014,1,25,,E
68380,2014088717,2014,2,30,3,N
68381,2014088718,2014,2,25,3,E
68382,2014088718,2014,2,25,,S
68383,2014088719,2014,2,25,,N
68384,2014088720,2014,2,25,,E
68385,2014088721,2014,2,25,,W
68386,2014088721,2014,2,25,,S
68387,2014088722,2014,2,30,3,W
68388,2014088722,2014,2,25,,E
68389,2014088723,2014,1,25,,N
68390,2014088724,2014,2,35,3,E
68391,2014088725,2014,1,25,,N
